Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Loan_Status,EMI_to_Income,LoanAmount_log,TotalIncome_log,ApplicantIncome_log,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1.0,1.0,0,1,0.0,,0.0,0,,4.61512051684126,8.058010800802085,7.511524648390866,False,False,True
0.0,1.0,0,1,0.0,360.0,1.0,1,0.07803355442840422,4.976733742420574,8.5422759717837,8.207401833376355,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.0449288951398656,5.220355825078324,9.339349052539717,8.334951631422454,False,False,True
1.0,0.0,0,0,0.0,360.0,1.0,1,0.056417200065649105,4.709530201312334,8.597297435657898,8.229244416735913,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,0,0.0617283950617284,4.394449154672439,8.188966863648876,8.188966863648876,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.04333075192683556,3.871201010907891,8.01102337918644,7.496097345175956,False,False,True
1.0,1.0,0,1,0.0,360.0,,1,0.08680555555555557,4.330733340286331,7.783640596221253,7.783640596221253,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,0.05929938222434638,4.90527477843843,8.744806737401898,8.279443487712665,False,True,False
1.0,1.0,0,0,1.0,,1.0,1,,4.574710978503383,8.454466361507933,8.454466361507933,False,False,True
0.0,0.0,0,1,0.0,,1.0,1,,4.48863636973214,8.134760782418645,8.134760782418645,False,False,True
1.0,1.0,1,1,0.0,360.0,1.0,1,0.02163608111563502,3.8066624897703196,8.639410824140487,8.639410824140487,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,0.0687167153410067,4.976733742420574,8.669399124305569,8.669399124305569,False,False,True
0.0,1.0,0,1,0.0,360.0,0.0,0,0.05477951246233908,4.795790545596741,8.713746330456916,7.880804344674901,False,False,True
0.0,0.0,0,1,0.0,360.0,1.0,1,0.06374501992031872,4.976733742420574,8.744488113852924,8.294299608857235,False,True,False
0.0,1.0,0,0,0.0,360.0,1.0,1,0.07776533532412591,4.61512051684126,8.181160858023409,7.564757012905729,False,True,False
0.0,0.0,0,1,0.0,360.0,1.0,1,0.1080146899978397,4.795790545596741,8.034955024502159,8.034955024502159,False,True,False
0.0,0.0,0,1,0.0,360.0,1.0,0,0.07354872603099553,4.727387818712341,8.350193650720067,8.350193650720067,False,True,False
1.0,1.0,2,1,0.0,360.0,1.0,0,0.08063739649528211,4.90527477843843,8.43750042250699,8.43750042250699,False,False,True
0.0,1.0,1,1,1.0,360.0,0.0,0,0.06908212560386473,5.659482215759621,9.350189267092581,9.350189267092581,False,False,True
1.0,1.0,2,1,0.0,360.0,1.0,1,0.06953405017921148,4.584967478670572,8.262558973010657,7.904334842085095,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.07162682424568001,4.574710978503383,8.222553638396958,7.665284718471351,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,0,0.06737333812432626,4.912654885736052,8.624611588183507,8.121777419161074,True,False,False
1.0,1.0,1,1,0.0,360.0,1.0,1,0.0484027105517909,5.198497031265826,9.242904362849446,8.997270906233448,False,False,True
1.0,1.0,2,0,0.0,360.0,1.0,1,0.06435006435006435,4.976733742420574,8.735042754269337,8.119100837637486,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,0.05294366793731469,4.795790545596741,8.747828608488742,7.824445930877619,False,False,True
1.0,1.0,3,1,0.0,360.0,1.0,1,0.09078903928689336,4.605170185988092,8.016317898503415,8.016317898503415,False,False,True
1.0,1.0,0,0,1.0,180.0,0.0,0,0.1513150654781556,5.111987788356544,8.70930004894499,7.867105500316739,True,False,False
1.0,1.0,1,1,0.0,360.0,0.0,0,,,8.506334448081361,8.506334448081361,True,False,False
0.0,0.0,0,1,0.0,360.0,0.0,0,0.0773457086467168,4.762173934797756,8.334951631422454,8.334951631422454,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,0,0.06943771598359331,5.556828061699537,9.242032818708672,8.652947112393857,False,True,False
1.0,0.0,0,0,0.0,180.0,0.0,0,0.12834616795012835,4.844187086458591,8.604287898267172,8.071218539969863,False,False,True
1.0,1.0,1,1,0.0,360.0,1.0,1,0.08062015503875969,5.746203190540153,9.282754052485227,9.282754052485227,False,False,True
1.0,1.0,3,0,1.0,60.0,1.0,1,0.2934272300469484,4.836281906951478,8.867990898182093,8.867990898182093,False,False,True
0.0,0.0,0,1,0.0,360.0,0.0,0,0.08785529715762273,4.919980925828125,8.366602832783736,8.366602832783736,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.07615202068501399,5.153291594497779,8.744328763999984,8.073714641109857,False,False,True
1.0,1.0,2,0,1.0,360.0,1.0,1,0.07185185185185186,4.584967478670572,8.229777750081887,7.53689712956617,False,True,False
1.0,0.0,0,1,0.0,300.0,1.0,1,0.07714285714285714,4.406719247264253,8.160803920954665,8.160803920954665,False,True,False
1.0,1.0,3,0,0.0,,0.0,0,,4.564348191467836,8.467162257810672,8.467162257810672,False,True,False
1.0,1.0,3,1,1.0,360.0,1.0,1,0.07378472222222222,5.236441962829949,8.859505484519133,8.569216219483389,False,True,False
1.0,0.0,0,1,0.0,480.0,1.0,0,0.06277777777777778,4.736198448394496,8.229777750081887,8.229777750081887,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,0,0.05751633986928105,5.176149732573829,9.04793908261736,8.229777750081887,False,False,True
1.0,1.0,1,1,1.0,360.0,1.0,0,0.07597104812420576,4.709530201312334,8.299783171949787,6.90875477931522,False,False,True
1.0,1.0,3,1,0.0,300.0,0.0,0,0.08371703641691085,5.198497031265826,8.877381954654766,8.060855752934316,False,True,False
1.0,1.0,3,0,1.0,360.0,,1,0.06566850538481744,4.875197323201151,8.612503371220562,8.111928063310739,False,True,False
0.0,0.0,0,1,0.0,360.0,1.0,1,0.08016987346160513,4.718498871295094,8.255048902752295,8.255048902752295,False,True,False
1.0,1.0,1,1,1.0,360.0,1.0,1,,,7.78155595923534,7.78155595923534,False,True,False
0.0,1.0,2,1,0.0,360.0,1.0,0,0.1423408680235928,5.123963979403259,8.089482474360754,7.229113877793302,False,False,True
1.0,1.0,0,1,0.0,360.0,,0,0.08922558922558922,5.583496308781699,9.018089684104343,8.699681400989514,False,True,False
1.0,1.0,1,1,0.0,240.0,1.0,1,0.05224005349381478,3.9318256327243257,8.291295851905407,8.291295851905407,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.07714473714065301,4.919980925828125,8.496582237512113,7.769378609513984,False,True,False
1.0,1.0,2,0,0.0,360.0,,1,0.0515657228576786,4.605170185988092,8.58185670474196,8.111928063310739,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.062557143544584,4.653960350157523,8.437933510430605,7.824445930877619,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.0680986847225465,5.351858133476067,9.055672891964043,9.055672891964043,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,0.049291331485612565,5.170483995038151,9.196545660953994,8.647519453091812,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.0621182807935966,4.882801922586371,8.675734219544788,7.99260665240021,False,True,False
1.0,1.0,2,1,0.0,180.0,1.0,1,0.0877389486260454,5.241747015059643,9.384713758920963,8.740496729931813,False,True,False
1.0,1.0,2,0,0.0,360.0,1.0,1,0.04417828391910465,4.406719247264253,8.535818655539403,8.09376775793108,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.08199585988117322,4.812184355372417,8.327000740241713,8.327000740241713,False,True,False
1.0,0.0,0,0,0.0,120.0,1.0,1,0.05755064456721916,3.258096538021482,8.19450550976564,8.19450550976564,False,True,False
1.0,0.0,0,1,,360.0,,0,,,8.82217476094608,8.82217476094608,False,False,True
0.0,1.0,0,1,0.0,360.0,1.0,1,0.07951432418628407,4.927253685157205,8.473659189392508,7.818027938530729,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.04670103863109915,3.9318256327243257,7.99799931797973,7.589841512182657,False,True,False
1.0,1.0,0,0,0.0,180.0,1.0,1,0.1525522657327815,4.7535901911063645,8.340217320947035,8.340217320947035,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.06865828092243187,4.882801922586371,8.575650760987806,7.473069088032197,False,True,False
1.0,1.0,2,0,0.0,180.0,1.0,1,0.09785311732073751,4.897839799950911,8.929567707825337,8.36380888451688,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.048496293726956234,5.0238805208462765,9.065314599925925,8.485496104672983,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,,,9.521568058002977,9.521568058002977,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,,,9.01627006814768,8.445267451844648,False,True,False
1.0,,0,1,0.0,360.0,1.0,1,0.09725261366399222,5.081404364984463,8.427487278331744,8.247220052745229,False,False,True
1.0,1.0,1,1,0.0,360.0,1.0,1,0.06804943110675594,4.61512051684126,8.314587291319576,8.023879992734878,False,False,True
1.0,1.0,2,1,0.0,360.0,1.0,1,0.049828589651598504,5.420534999272286,9.436997742590188,9.342946336524205,False,False,True
1.0,0.0,0,0,,360.0,1.0,0,0.04545661166416655,4.795790545596741,8.900276348631271,8.900276348631271,True,False,False
1.0,1.0,2,1,0.0,360.0,0.0,0,0.08108108108108109,5.37989735354046,8.909370405197466,8.24301946898925,False,False,True
1.0,1.0,3,0,0.0,480.0,1.0,1,0.06932153392330384,4.553876891600541,7.946617563244473,7.6362696033793735,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.07106429228325391,4.919980925828125,8.57866451350434,8.57866451350434,False,False,True
0.0,1.0,0,1,,360.0,1.0,1,0.07337725410701465,4.941642422609304,8.56845648535378,7.982757702011113,False,True,False
1.0,1.0,0,0,0.0,,0.0,0,,5.030437921392435,8.947285869349132,8.181160858023409,True,False,False
0.0,0.0,1,1,1.0,360.0,1.0,1,,,8.916237731721479,8.916237731721479,False,True,False
1.0,0.0,0,1,,360.0,1.0,1,0.06490649064906491,4.77912349311153,8.527341522468053,8.527341522468053,False,True,False
1.0,1.0,1,1,0.0,180.0,1.0,1,0.07047780139736527,5.225746673713202,9.5876803163585,9.5876803163585,True,False,False
0.0,1.0,0,1,0.0,360.0,1.0,1,0.07849133537206932,5.043425116919247,8.603554357064281,8.060855752934316,False,True,False
1.0,1.0,1,1,0.0,360.0,,1,0.06536852467085025,4.454347296253507,8.19229373114764,7.703007682479236,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,0,0.0630494307537109,5.170483995038151,8.95040315983296,8.624970783589669,True,False,False
0.0,0.0,0,1,0.0,360.0,1.0,1,0.06912417798274831,5.560681631015528,9.250426095515468,9.250426095515468,False,False,True
1.0,1.0,0,1,0.0,360.0,1.0,1,0.059995200383969285,5.198497031265826,9.028218795184895,8.64259160081057,True,False,False
0.0,0.0,0,1,0.0,360.0,1.0,1,0.02933802741772017,3.8066624897703196,8.334951631422454,8.334951631422454,False,True,False
0.0,0.0,0,1,0.0,360.0,0.0,1,0.03423185711572866,4.927253685157205,9.316320695513415,7.6676260915849905,False,True,False
1.0,1.0,2,1,0.0,360.0,1.0,1,0.07609063239770038,4.406719247264253,7.992268643270745,7.992268643270745,False,True,False
1.0,1.0,0,0,0.0,360.0,1.0,1,0.0853482560799634,5.272999558563747,8.750683034784592,8.366602832783736,True,False,False
0.0,0.0,0,1,0.0,360.0,,1,0.06997110870350307,4.543294782270004,8.214194414852564,8.214194414852564,True,False,False
,1.0,3,1,0.0,360.0,1.0,1,0.04317849757500222,5.916202062607435,10.077608912764743,10.077608912764743,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,1,,,8.613593685702552,8.259975659768276,True,False,False
1.0,1.0,1,1,1.0,180.0,0.0,0,0.06188741132694346,5.081404364984463,9.572480355345974,9.260462981379394,False,False,True
1.0,1.0,0,1,0.0,360.0,,0,0.058452486478847904,5.209486152841421,9.065314599925925,8.71292443512011,True,False,False
1.0,0.0,0,1,1.0,480.0,,1,0.06715098019769249,6.478509642208569,9.911802884139842,9.911802884139842,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.05213176656240313,4.31748811353631,8.279950715722526,7.608374474380783,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.0715395307006786,4.2626798770413155,7.908019444632471,7.908019444632471,False,True,False
1.0,1.0,0,1,1.0,120.0,1.0,1,0.06022935337766214,3.258096538021482,8.14902386805177,8.14902386805177,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.057882192713653385,4.634728988229636,8.496173824192162,8.496173824192162,False,True,False
1.0,1.0,3,1,0.0,360.0,1.0,0,0.06855791962174941,5.673323267171493,9.371693622333941,8.294299608857235,False,True,False
0.0,1.0,0,1,0.0,360.0,1.0,0,0.05091279365772056,4.442651256490317,8.430327258394575,8.430327258394575,True,False,False
1.0,1.0,2,1,1.0,360.0,1.0,1,0.035863328116849245,4.48863636973214,8.827174771362785,8.106816038947052,False,False,True
1.0,0.0,0,1,0.0,360.0,0.0,0,0.04481780266832603,5.493061443340548,9.615805480084347,9.615805480084347,False,True,False
1.0,1.0,2,0,0.0,360.0,1.0,0,0.06364712847838958,4.867534450455582,8.636042325254618,8.343077871169383,True,False,False
1.0,1.0,2,1,0.0,360.0,1.0,0,0.07212475633528266,5.225746673713202,8.871505346165781,8.525756422076725,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.08614854470494124,5.1298987149230735,8.59748202264504,8.59748202264504,False,False,True
1.0,0.0,0,1,1.0,180.0,1.0,1,0.13988808952837728,5.170483995038151,8.846640813100485,8.846640813100485,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.07161641777026392,4.812184355372417,8.462314529906248,7.900636613018005,False,True,False
1.0,1.0,2,1,0.0,180.0,1.0,1,0.08836343360456655,5.236441962829949,9.3722891389622,9.3722891389622,False,False,True
0.0,1.0,0,1,0.0,360.0,1.0,1,0.040753781950965046,4.61512051684126,8.827174771362785,7.754052639035757,False,True,False
0.0,1.0,2,1,0.0,360.0,1.0,1,0.01307980925901012,4.2626798770413155,9.60689927061335,9.60689927061335,False,False,True
1.0,1.0,1,1,0.0,360.0,1.0,1,0.028124648441894474,3.4339872044851463,7.994294986415977,7.338888133838879,False,False,True
0.0,0.0,0,1,0.0,360.0,1.0,0,0.053574489970855475,5.420534999272286,9.364519622823858,9.210440366976517,True,False,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.0610232376488967,4.836281906951478,8.646641258603124,8.488999457045455,False,True,False
1.0,0.0,0,1,0.0,360.0,0.0,0,0.05221885897367815,4.77912349311153,8.744806737401898,8.744806737401898,True,False,False
1.0,1.0,0,1,1.0,360.0,1.0,1,0.0667334000667334,5.030437921392435,8.75273950944749,7.8547691834991324,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,0,0.07394477174097511,5.501258210544727,9.123365357961776,9.123365357961776,False,False,True
1.0,1.0,2,0,0.0,360.0,1.0,0,0.1376102099469044,4.736198448394496,7.732807530422021,7.732807530422021,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.04268251041453254,3.9318256327243257,8.08794755464267,8.08794755464267,False,False,True
1.0,1.0,3,1,0.0,180.0,0.0,1,0.0833354167187513,6.398594934535208,10.596634733096073,10.596634733096073,False,True,False
1.0,1.0,1,1,0.0,360.0,,1,0.07407407407407407,5.081404364984463,8.699681400989514,8.699681400989514,True,False,False
1.0,1.0,1,1,0.0,360.0,1.0,1,0.054460520491134874,5.236441962829949,9.163143937145207,9.163143937145207,False,False,True
1.0,0.0,0,1,,360.0,1.0,1,0.06583711896767397,4.795790545596741,8.529911963824013,8.000014093678072,True,False,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.06939002089864159,5.545177444479562,9.231024963169016,8.430327258394575,False,True,False
1.0,1.0,0,0,0.0,360.0,1.0,1,0.09374043464952556,4.59511985013459,7.974188669286011,7.530479995245536,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,0,0.09629256131209996,5.62040086571715,8.978912601074276,8.978912601074276,False,False,True
1.0,1.0,1,1,0.0,360.0,0.0,0,0.07693090206251112,4.804021044733257,8.382518288089635,8.035926369891792,False,True,False
1.0,1.0,2,1,0.0,360.0,1.0,1,0.07817757194315798,5.0689042022202315,8.633196867172543,8.335191583433202,True,False,False
1.0,1.0,0,1,0.0,180.0,1.0,1,0.04469233794558261,4.330733340286331,9.140347000155648,9.140347000155648,False,False,True
1.0,1.0,0,1,0.0,,1.0,1,,5.209486152841421,8.835501457409778,8.218247926685745,True,False,False
0.0,1.0,0,1,0.0,360.0,1.0,0,0.06788372487696075,4.727387818712341,8.430327258394575,8.430327258394575,True,False,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.062081312081312075,4.867534450455582,8.660947155060933,7.799753318287247,True,False,False
1.0,0.0,0,1,0.0,480.0,0.0,0,0.058672329012069736,4.1588830833596715,7.71333788887187,7.71333788887187,False,True,False
1.0,1.0,2,1,0.0,360.0,1.0,1,0.06944444444444445,5.303304908059076,8.987321812850125,8.987321812850125,False,True,False
1.0,1.0,0,0,,360.0,1.0,1,0.07352713538280549,4.564348191467836,8.185907481482324,7.507141079727608,True,False,False
,1.0,3,1,0.0,300.0,1.0,1,0.04507724307581348,6.55250788703459,10.85445020594156,10.85445020594156,False,False,True
1.0,1.0,3,0,0.0,180.0,1.0,0,0.12776831345826234,4.406719247264253,8.167068178341237,8.167068178341237,True,False,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.0458346814121984,5.236441962829949,9.335562336729565,8.64979915596426,False,True,False
1.0,1.0,0,0,1.0,360.0,1.0,0,0.04757217847769029,4.477336814478207,8.533263371593732,8.376781037699493,False,True,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.05900425237542982,4.762173934797756,8.60557030203365,8.159946655578548,True,False,False
1.0,1.0,2,1,0.0,360.0,1.0,1,0.07657083939835031,4.624972813284271,8.206583614320753,7.6236419465115715,True,False,False
1.0,1.0,3,1,0.0,360.0,0.0,0,0.081767364414843,6.206575926724928,9.73014555852275,8.61558951327243,False,True,False
1.0,1.0,1,1,0.0,360.0,1.0,1,0.08592592592592593,4.762173934797756,8.229777750081887,8.229777750081887,False,True,False
1.0,0.0,0,0,0.0,480.0,0.0,0,0.05615750528541226,4.634728988229636,8.23880116587155,7.755338812846501,False,False,True
1.0,1.0,1,1,0.0,360.0,0.0,0,0.03663003663003663,5.198497031265826,9.521568058002977,8.764209507142004,False,False,True
1.0,0.0,0,1,0.0,360.0,,0,0.026667303497794972,4.219507705176107,8.850804195756417,7.558516743045645,True,False,False
1.0,1.0,0,1,0.0,180.0,1.0,1,0.08816425120772947,4.30406509320417,8.434028950155469,8.434028950155469,False,True,False
1.0,1.0,1,1,0.0,360.0,1.0,0,0.021338480831478525,5.564520407322694,10.429605648120413,10.429605648120413,False,True,False
0.0,1.0,0,1,0.0,360.0,1.0,1,0.08275862068965517,4.6913478822291435,8.195885391314796,8.195885391314796,False,True,False
1.0,1.0,0,1,1.0,360.0,1.0,1,0.0075935333470016925,4.795790545596741,10.6896240399389,10.57510461454571,False,True,False
1.0,1.0,1,1,1.0,300.0,0.0,0,0.10101010101010101,4.204692619390966,7.68662133494462,7.68662133494462,True,False,False
1.0,1.0,0,1,0.0,360.0,,1,0.03563616702302834,4.07753744390572,8.416709652837914,7.776535028185241,True,False,False
,1.0,0,1,1.0,360.0,1.0,1,0.07816862088218872,5.1298987149230735,8.694669696546992,6.51471269087253,True,False,False
1.0,1.0,0,1,0.0,180.0,1.0,1,0.11196874404421574,5.241747015059643,9.140883106960962,9.140883106960962,True,False,False
1.0,0.0,0,0,0.0,360.0,1.0,1,0.02729443875810304,3.8918202981106265,8.494129251817686,8.494129251817686,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,0,0.03796296296296296,5.10594547390058,9.392745258631441,9.392745258631441,False,True,False
1.0,1.0,0,0,0.0,360.0,1.0,0,0.07366889515074498,5.081404364984463,8.705165419719007,8.705165419719007,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,1,0.054720350210241346,4.343805421853684,8.258163361537619,8.258163361537619,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.07953551260637874,4.795790545596741,8.340933226000878,8.340933226000878,True,False,False
1.0,1.0,1,1,0.0,360.0,1.0,0,0.08272989176983571,5.14166355650266,8.64979915596426,8.047509510981422,False,True,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.04298969166965526,5.236441962829949,9.399637542506563,9.0280988119824,True,False,False
0.0,0.0,0,0,0.0,,1.0,1,,4.795790545596741,8.360071435644025,7.553810852008231,False,False,True
0.0,1.0,0,1,0.0,360.0,,1,0.050367279988589364,4.736198448394496,8.73761303680885,8.136518252115291,False,True,False
1.0,0.0,0,1,1.0,360.0,1.0,0,0.02095959595959596,4.430816798843313,9.305741456739435,9.305741456739435,False,False,True
1.0,1.0,1,0,0.0,360.0,1.0,1,0.049019607843137254,4.51085950651685,8.537191877922927,7.8636512654486515,False,True,False
1.0,0.0,2,1,0.0,360.0,0.0,1,0.09366465795472498,5.117993812416755,8.501876487304344,8.501876487304344,False,True,False
1.0,1.0,3,0,0.0,180.0,1.0,0,,,8.292298107063221,8.292298107063221,False,False,True
1.0,1.0,1,0,0.0,360.0,1.0,1,0.08182413266419376,4.912654885736052,8.430327258394575,8.160803920954665,False,False,True
1.0,1.0,2,0,0.0,360.0,1.0,1,0.08793577851530367,4.8283137373023015,8.273336598504486,8.273336598504486,False,True,False
0.0,0.0,0,0,0.0,360.0,1.0,1,0.07562008469449485,4.795790545596741,8.391403185357937,8.391403185357937,False,True,False
0.0,0.0,0,1,0.0,360.0,1.0,1,0.06850253459377997,4.394449154672439,8.08487062913819,8.08487062913819,False,False,True
1.0,0.0,0,0,0.0,360.0,1.0,1,0.02348259726064829,4.02535169073515,8.780633799494984,8.288031567776464,True,False,False
1.0,0.0,0,1,0.0,360.0,1.0,1,0.0661108870064094,4.0943445622221,7.8160138391590275,7.8160138391590275,False,False,True
1.0,0.0,0,1,0.0,360.0,1.0,0,0.10321175476236916,4.852030263919617,8.137103389639302,8.137103389639302,False,True,False
0.0,0.0,0,1,0.0,360.0,1.0,0,0.059444444444444446,5.3706380281276624,9.210440366976517,9.210440366976517,False,True,False
1.0,1.0,3,1,0.0,360.0,0.0,0,0.07597340930674264,4.859812404361672,8.45126704130007,8.14060704285845,False,True,False
1.0,1.0,1,1,1.0,360.0,1.0,1,0.08561277342579512,5.484796933490655,8.960339366492091,8.960339366492091,False,False,True
1.0,1.0,3,0,1.0,360.0,1.0,1,0.06331950045784869,4.875197323201151,8.648922962094131,8.648922962094131,True,False,False
1.0,1.0,0,1,0.0,360.0,1.0,1,0.06143938578552721,4.927253685157205,8.731497794063243,8.062747901086354,False,False,True
1.0,1.0,3,0,0.0,360.0,1.0,1,0.05747522817665586,4.61512051684126,8.483429561263428,8.25608813381491,False,True,False
